_id,jobId,transcriptId,clusteringOutput,addedOn,cluster,intent_desc,intent_name,explaination
68d536dd97faae75d3eddb11,CXJ-005D,HB_20250729143916679169291882VOICEe35fe64562794c02a6b6de31318c2436,"{'cluster': 35, 'intent_desc': 'reactivate card:Reactivate card refers to making a previously suspended card active again.', 'intent_name': 'Reactivate Card', 'explaination': ""The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group.""}",1758803677,35,reactivate card:Reactivate card refers to making a previously suspended card active again.,Reactivate Card,"The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group."
68d536dd97faae75d3eddb12,CXJ-005D,HB_20250729151147679169326420VOICEea4b7555f1cf4b49bd20ea1cc00749bd,"{'cluster': 35, 'intent_desc': 'reactivate card:Reactivate card refers to restoring the functionality of a suspended card.', 'intent_name': 'Reactivate Card', 'explaination': ""The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group.""}",1758803677,35,reactivate card:Reactivate card refers to restoring the functionality of a suspended card.,Reactivate Card,"The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group."
68d536dd97faae75d3eddb13,CXJ-005D,HB_20250729160054679169408101VOICE9c6918ee6d4c4125aef8d552c8eab105,"{'cluster': 35, 'intent_desc': 'reactivate card:Reactivate card refers to restoring the functionality of a suspended card.', 'intent_name': 'Reactivate Card', 'explaination': ""The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group.""}",1758803677,35,reactivate card:Reactivate card refers to restoring the functionality of a suspended card.,Reactivate Card,"The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group."
68d536dd97faae75d3eddb14,CXJ-005D,HB_20250729213746679348842141VOICE7ed08c108f6945548aace3e020abb95a,"{'cluster': 35, 'intent_desc': 'reactivate card:Reactivate card refers to the process of re-enabling a suspended debit card.', 'intent_name': 'Reactivate Card', 'explaination': ""The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group.""}",1758803677,35,reactivate card:Reactivate card refers to the process of re-enabling a suspended debit card.,Reactivate Card,"The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group."
68d536dd97faae75d3eddb15,CXJ-005D,HB_20250729223903679348903151VOICE43210486b98143fe83bd46b809e99cf0,"{'cluster': 35, 'intent_desc': 'reactivate card:Reactivate card refers to restoring the functionality of a suspended card.', 'intent_name': 'Reactivate Card', 'explaination': ""The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group.""}",1758803677,35,reactivate card:Reactivate card refers to restoring the functionality of a suspended card.,Reactivate Card,"The intent 'Reactivate Card' is used consistently across all input statements to describe the process of restoring the functionality of a suspended card. This intent name is repeated multiple times, making it the most common and representative name for the group."
68d536dd97faae75d3eddb16,CXJ-005D,HB_20250729141744679169268668VOICE2e72dcef89b447fbb1f338d697cdfe34,"{'cluster': 34, 'intent_desc': 'reactivate card:Reactivate card refers to re-enabling a previously inactive card.', 'intent_name': 'Reactivate Card', 'explaination': ""The common intent name 'Reactivate Card' is chosen because it appears in all the input statements and accurately represents the process of restoring functionality to a previously inactive or deactivated card.""}",1758803677,34,reactivate card:Reactivate card refers to re-enabling a previously inactive card.,Reactivate Card,The common intent name 'Reactivate Card' is chosen because it appears in all the input statements and accurately represents the process of restoring functionality to a previously inactive or deactivated card.
68d536dd97faae75d3eddb7d,CXJ-005D,HB_20250730172903679349327166VOICE6d17a9b905704992a36be565d934486c,"{'cluster': 14, 'intent_desc': 'account transfer:Account transfer involves moving funds from one account to another.', 'intent_name': 'Withdraw Funds', 'explaination': ""The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account.""}",1758803677,14,account transfer:Account transfer involves moving funds from one account to another.,Withdraw Funds,"The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account."
68d536dd97faae75d3eddb7e,CXJ-005D,HB_20250730202546679349585063VOICEf687ae5c7bac44308db545f0392662b4,"{'cluster': 14, 'intent_desc': 'funds transfer:Funds transfer refers to moving money from one account to another.', 'intent_name': 'Withdraw Funds', 'explaination': ""The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account.""}",1758803677,14,funds transfer:Funds transfer refers to moving money from one account to another.,Withdraw Funds,"The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account."
68d536dd97faae75d3eddb7f,CXJ-005D,HB_20250731121253679349824064VOICEb42c064593434a898cbb518529dab6f6,"{'cluster': 14, 'intent_desc': 'transfer HSA balance:Transfer HSA balance refers to moving funds from one HSA provider to another.', 'intent_name': 'Withdraw Funds', 'explaination': ""The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account.""}",1758803677,14,transfer HSA balance:Transfer HSA balance refers to moving funds from one HSA provider to another.,Withdraw Funds,"The intent 'Withdraw Funds' is used more often (at least 3 times) in the input statements, and it accurately represents the action of taking money out of an account."
68d536dd97faae75d3eddb80,CXJ-005D,HB_20250729210502679348806572VOICE76e706445eaf4274b7b6ed3eaf7b1354,"{'cluster': 3, 'intent_desc': 'document request:Document request refers to asking for official paperwork or records.', 'intent_name': 'Document Request', 'explaination': ""The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records.""}",1758803677,3,document request:Document request refers to asking for official paperwork or records.,Document Request,"The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records."
68d536dd97faae75d3eddb81,CXJ-005D,HB_20250729220215679348870460VOICEe4fadbd1163b40248494aa11a0284dbe,"{'cluster': 3, 'intent_desc': 'document request:Document request refers to asking for specific paperwork or records.', 'intent_name': 'Document Request', 'explaination': ""The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records.""}",1758803677,3,document request:Document request refers to asking for specific paperwork or records.,Document Request,"The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records."
68d536dd97faae75d3eddb82,CXJ-005D,HB_20250730225440679349736489VOICE9880b78252d64e0a943549646379bcfe,"{'cluster': 3, 'intent_desc': 'document request:Document request refers to asking for specific paperwork or records.', 'intent_name': 'Document Request', 'explaination': ""The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records.""}",1758803677,3,document request:Document request refers to asking for specific paperwork or records.,Document Request,"The common intent name 'Document Request' is chosen because it appears at least 3 times in the input statements, and it accurately represents the action of asking for specific paperwork or records."
68d536dd97faae75d3eddb83,CXJ-005D,HB_20250729215442679348864319VOICEf549ee16972c45a690ec5c82da0ecffb,"{'cluster': 25, 'intent_desc': 'account balance:Account balance refers to the total amount of funds available.', 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the total amount of funds available.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb84,CXJ-005D,HB_20250729232538679348933702VOICE66fe79855bf348be9541cd7ab17446a0,"{'cluster': 25, 'intent_desc': 'account balance:Account balance refers to the current amount of funds available.', 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the current amount of funds available.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb85,CXJ-005D,HB_20250730145457679349111002VOICEd9645acc9ff2472ab6beba912199ee0e,"{'cluster': 25, 'intent_desc': 'account balance:Account balance refers to the total amount of money in an account.', 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the total amount of money in an account.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb86,CXJ-005D,HB_20250730163640679349240962VOICE9cdc8e0523d040be8d7b1b0f704a5862,"{'cluster': 25, 'intent_desc': 'account balance:Account balance refers to the amount of money available in a financial account.', 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the amount of money available in a financial account.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb87,CXJ-005D,HB_20250730171120679349301785VOICEd9c504872f5e4282b93bd1b4cd8306c7,"{'cluster': 25, 'intent_desc': ""account balance:Account balance refers to the amount of money available in a customer's account."", 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the amount of money available in a customer's account.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb88,CXJ-005D,HB_20250730192921679349512712VOICE35df70a8bab34ece8129ab0ffa92846f,"{'cluster': 25, 'intent_desc': 'account balance:Account balance refers to the amount of money available in a financial account.', 'intent_name': 'Account Balance', 'explaination': ""The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided.""}",1758803677,25,account balance:Account balance refers to the amount of money available in a financial account.,Account Balance,"The common intent name 'Account Balance' is chosen because all the input statements describe the amount of money available in an account, which is consistently referred to as 'account balance'. This term accurately represents the group of statements provided."
68d536dd97faae75d3eddb89,CXJ-005D,HB_20250729220648679348877479VOICE9e8161a37cbf4833ae470396c9db837b,"{'cluster': 37, 'intent_desc': 'card issue:Card issue refers to problems encountered while using a card.', 'intent_name': 'Card Issue', 'explaination': ""The intent 'Card Issue' is used because it appears consistently in the input statements and accurately represents the problems encountered while using a card.""}",1758803677,37,card issue:Card issue refers to problems encountered while using a card.,Card Issue,The intent 'Card Issue' is used because it appears consistently in the input statements and accurately represents the problems encountered while using a card.
68d536dd97faae75d3eddb8a,CXJ-005D,HB_20250731134846679349865862VOICE11f48bac2d854dcebd759e7012d67814,"{'cluster': 37, 'intent_desc': 'card issue:card issue refers to problems encountered while using a payment card.', 'intent_name': 'Card Issue', 'explaination': ""The intent 'Card Issue' is used because it appears consistently in the input statements and accurately represents the problems encountered while using a card.""}",1758803677,37,card issue:card issue refers to problems encountered while using a payment card.,Card Issue,The intent 'Card Issue' is used because it appears consistently in the input statements and accurately represents the problems encountered while using a card.
68d536dc97faae75d3eddaba,CXJ-005D,HB_20250729111805679169192932VOICEa8b725f21ec84abd819f78a5ef170164,"{'cluster': 18, 'intent_desc': 'report fraud:Report fraud refers to notifying unauthorized transactions on an account.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:Report fraud refers to notifying unauthorized transactions on an account.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddabb,CXJ-005D,HB_20250729131445679169220564VOICEb5e2f5c58db04035b88743c7ea21bb50,"{'cluster': 18, 'intent_desc': 'report fraud:report fraud refers to notifying unauthorized transactions on an account.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:report fraud refers to notifying unauthorized transactions on an account.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddabc,CXJ-005D,HB_20250729173843679169534493VOICE566eb87679f742068a35670ec84a8a08,"{'cluster': 18, 'intent_desc': 'report fraud:Report fraud refers to notifying the institution about suspicious transactions.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:Report fraud refers to notifying the institution about suspicious transactions.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddabd,CXJ-005D,HB_20250729191954679348663853VOICEd61a440e0fed4ae6a2e57190e5107807,"{'cluster': 18, 'intent_desc': 'report fraud:report fraud refers to notifying the bank about unauthorized transactions.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:report fraud refers to notifying the bank about unauthorized transactions.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddabe,CXJ-005D,HB_20250730000148679348946753VOICE4d632b5b216841a1911b3f4e91f707fc,"{'cluster': 18, 'intent_desc': 'report fraud:Report fraud refers to notifying the bank or insurance company about unauthorized transactions.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:Report fraud refers to notifying the bank or insurance company about unauthorized transactions.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddabf,CXJ-005D,HB_20250730160031679349199278VOICE750fcfa6d64040a4bc0f3c40e05ec5ab,"{'cluster': 18, 'intent_desc': 'report fraud:Report fraud refers to notifying the company about suspected fraudulent activity.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:Report fraud refers to notifying the company about suspected fraudulent activity.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddac0,CXJ-005D,HB_20250730212151679349628999VOICEaf9b531d93294da1baa9381b77609373,"{'cluster': 18, 'intent_desc': 'fraud investigation:Fraud investigation involves examining unauthorized or suspicious transactions on an account.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,fraud investigation:Fraud investigation involves examining unauthorized or suspicious transactions on an account.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddac1,CXJ-005D,HB_20250730222244679349695946VOICEac3f87aa396d4b39bfe63ee52a3da005,"{'cluster': 18, 'intent_desc': 'report fraud:Report fraud refers to notifying the bank about unauthorized transactions.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:Report fraud refers to notifying the bank about unauthorized transactions.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddac2,CXJ-005D,HB_20250731142956679349912681VOICE413cf93b94734789b0744b1d2500cfc2,"{'cluster': 18, 'intent_desc': 'fraud alert:Fraud alert refers to a notification about suspicious activity on an account.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,fraud alert:Fraud alert refers to a notification about suspicious activity on an account.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddac3,CXJ-005D,HB_20250731145000679349928527VOICEd05285fb9ccc4e5fa2f3ad89cae0fcce,"{'cluster': 18, 'intent_desc': 'report fraud:report fraud refers to notifying the bank about unauthorized transactions.', 'intent_name': 'Report Fraud', 'explaination': ""The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'.""}",1758803676,18,report fraud:report fraud refers to notifying the bank about unauthorized transactions.,Report Fraud,"The majority of the input statements (at least 3 times) are related to notifying about unauthorized or suspicious transactions, which is best represented by the intent name 'Report Fraud'."
68d536dc97faae75d3eddac4,CXJ-005D,HB_20250729122052679169199153VOICE258a7f8be75b43d1a4af5147aad5c62d,"{'cluster': 33, 'intent_desc': 'activate card:Activate card refers to enabling a card for use.', 'intent_name': 'Activate Card', 'explaination': ""The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use.""}",1758803676,33,activate card:Activate card refers to enabling a card for use.,Activate Card,"The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use."
68d536dc97faae75d3eddac5,CXJ-005D,HB_20250729202924679348761670VOICE6a66376c046641ee84948054bddd61a7,"{'cluster': 33, 'intent_desc': 'activate card:activate card refers to enabling a new card for use.', 'intent_name': 'Activate Card', 'explaination': ""The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use.""}",1758803676,33,activate card:activate card refers to enabling a new card for use.,Activate Card,"The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use."
68d536dc97faae75d3eddac6,CXJ-005D,HB_20250730180528679349381277VOICE5e26d9e8ca38422bb82f3e6966c4d5f7,"{'cluster': 33, 'intent_desc': 'activate card:Activate card refers to enabling a new card for use.', 'intent_name': 'Activate Card', 'explaination': ""The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use.""}",1758803676,33,activate card:Activate card refers to enabling a new card for use.,Activate Card,"The intent 'Activate Card' is used consistently across all input statements, indicating that the common action is to enable a card for use."
68d536dc97faae75d3eddac7,CXJ-005D,HB_20250729132445679169217840VOICE10063e09ca4a45d0b6675d0406fdfb20,"{'cluster': -1, 'intent_desc': 'itemized statement:Request for a detailed billing statement for an order.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,itemized statement:Request for a detailed billing statement for an order.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddac8,CXJ-005D,HB_20250729141203679169265658VOICEb59aa185dad74c31bc8a6e2732c447aa,"{'cluster': -1, 'intent_desc': 'activate prescription:Activate prescription refers to ensuring prescription coverage is active under insurance.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,activate prescription:Activate prescription refers to ensuring prescription coverage is active under insurance.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddac9,CXJ-005D,HB_20250729142151679169275225VOICEa9f267efa9f7419eab8b6ba1c0d626f3,"{'cluster': -1, 'intent_desc': 'account type:Account type refers to the classification of a financial account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,account type:Account type refers to the classification of a financial account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
